review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1FXO9AO1M4VA8,B078HG6WNX,1.0 out of 5 stars It came dirty,Christel,1,The speaker looked very used. It had tape stuck to it and it had black smudges on all sides like it was handled with very dirty hands.,"Reviewed in the United States December 8, 2022",AEWBLWIBBQZ6F5VBNLTAYPLWN3PQ,True,0,Color: White
RTUF62OFSGUPE,B078HG6WNX,5.0 out of 5 stars Everything I Excepted,Sterling Bond,5,Everything I Expected,"Reviewed in the United States January 30, 2020",AEYBTC3JM3VEJB5V7KFZ7YOT4JBA,True,0,Color: Turf Green
RLXO7UF9LW3KP,B078HG6WNX,1.0 out of 5 stars Not holding a charge,Nicole,1,Bought this about a year ago and it’s not holding a charge at all. Not even on the charger. Waist of money.,"Reviewed in the United States February 13, 2023",AHMU2VD4BE4RL2C7R55SX4QSFFQQ,True,0,Color: White
RRZW30934A39P,B078HG6WNX,5.0 out of 5 stars Nice,Yaremi Portanova,5,Great sound,"Reviewed in the United States February 28, 2020",AGTK5LRY456K4RXVOWRKZ2PKSFFA,True,0,Color: Black
R1SFOHXSELPIGD,B078HG6WNX,5.0 out of 5 stars Reconditioned great buy,Amazon Customer,5,High quality productWell pleased,"Reviewed in the United States September 4, 2019",AGGH7GCNLW5IABSIRIAOP4YI25GA,True,0,Color: White
RE5AOHO0RUSJL,B078HG6WNX,5.0 out of 5 stars Great speaker!,Amazon Customer,5,Loved everything about it!,"Reviewed in the United States October 29, 2019",AGWVBWYFWLIXZAMBJDMT3KPU2EFQ,True,0,Color: Black
R2OR3FDWALI9TL,B078HG6WNX,5.0 out of 5 stars Great speaker,Thomas Horne,5,Good for it’s price,"Reviewed in the United States October 4, 2019",AG34XYZBAA5OOQI3QGCVMP5MPMGA,True,0,Color: White
R29GEPGK78OSKG,B078HG6WNX,5.0 out of 5 stars Bueno,guillermo,5,Muy bueno,"Reviewed in the United States January 24, 2020",AG3CTDMSDBIY43ISA4W4WLGEUZSA,True,0,Color: Black
R2BH1N6YQGJ5UZ,B078HG6WNX,5.0 out of 5 stars Good product,Carlos Vargas,5,Great product,"Reviewed in the United States January 13, 2020",AGMPIO7OVMDKYIRND63SZCLSOCEA,True,0,Color: Black
R2H3PWFI2S7R49,B078HG6WNX,5.0 out of 5 stars It takes a little time to charge the first time out of the box,johndh,5,I like the speaker a lot,"Reviewed in the United States May 29, 2019",AGYFIZX64IK2NXITYOHA2O5SUEGQ,True,0,Color: Black
R3G9DN8DGM4W0Y,B078HG6WNX,5.0 out of 5 stars Great!,Stephen Sheffield,5,Outstanding sound!,"Reviewed in the United States January 3, 2020",AGNIFOKPXRSECYJEYAPPDSFI7Z6A,True,0,Color: Black
R3SM9U2N6XJYZA,B078HG6WNX,5.0 out of 5 stars Awesome!,ILgar,5,Amazing sound!!!!,"Reviewed in the United States November 4, 2019",AE3XUZA3Q454HPGXEWUGKGG7A3HA,True,0,Color: Black
R31JM29JHMTONI,B078HG6WNX,5.0 out of 5 stars Nothing like the beats,Jerico m wheeler,5,Excellent sound quality. Worth the price,"Reviewed in the United States November 1, 2018",AFBA7VA5YVTDGB6WN7HEQCJF2LMA,True,9,Color: Black
R3AOAG0IM5O85S,B078HG6WNX,5.0 out of 5 stars Great product,John G,5,Exactly what I wanted; great buy,"Reviewed in the United States March 6, 2019",AG64U5P3UHPNGDPQQKBZ7UFFKGPQ,True,0,Color: Black
ROJ5XRY9EP8LW,B078HG6WNX,5.0 out of 5 stars Sounds,kashif siddiqui,5,Good quality,"Reviewed in the United States August 24, 2019",AEDZONX4GCJ2FZYJXH2KY4AMYTSQ,True,0,Color: Black
RFG8I7VQIW5J7,B078HG6WNX,5.0 out of 5 stars Nice sound,Cwick50,5,Item as described,"Reviewed in the United States April 5, 2019",AF246EKGC6O7PNZWVGYZFM5VZXPQ,True,5,Color: Black
ROLANF5F9QT01,B078HG6WNX,5.0 out of 5 stars Great Value.,Northern D.,5,Great value.,"Reviewed in the United States August 12, 2019",AEYTWB7WU7PML5VSQXF2XNRVTWHQ,True,0,Color: White
R38O6GFFSJTNYM,B078HG6WNX,5.0 out of 5 stars Amazing!,Pablo Saldivia Castillo,5,Good as new,"Reviewed in the United States May 13, 2019",AH2GRPEVZ3EN72JEUVAL467YWZUQ,True,1,Color: Black
R3BT4CW7VLBFKH,B078HG6WNX,5.0 out of 5 stars Bien,Gloria,5,Bien,"Reviewed in the United States September 17, 2019",AFQHCQXIT7ZRNQKRIECNDWUSIICA,True,0,Color: Black
RNS64BZA1N9ZS,B078HG6WNX,5.0 out of 5 stars Good,Agapito,5,Good,"Reviewed in the United States September 8, 2019",AHRXPM7HVRZGH2Y2QACGIFDNFMLQ,True,0,Color: White
R2Z43FHF684T0K,B078HG6WNX,1.0 out of 5 stars Defective,Laura,1,Won’t hold a charge,"Reviewed in the United States April 6, 2023",AGI7E5SSLTJPFQX3PM3LEXYRUNKA,True,0,Color: Black
R3SV1YXRSMVWR9,B078HG6WNX,5.0 out of 5 stars AWESOME,Q & OCEAN,5,AWESOME!!!!!!,"Reviewed in the United States June 4, 2019",AECV4PFXOBFWYNRIAJARZWE6M7WA,True,0,Color: Red
